title,category
「The GeNiUs 학습법 특강(1차)」운영 안내,일반
★★ (연장) 학회 발표 목적 연구지도 프로그램 안내 및 참여자 모집 ★★,일반
'25학년도 후기(2차추가) 대학원 특별전형(외국인&재외국민) 신입생 모집 안내,일반
2025년 8월 GNU스포츠콤플렉스 프로그램 및 신규회원 모집 안내,일반
M-story 콘텐츠 공모전,일반
「2025 서초 AI·로봇 공공서비스 공모전」홍보 협조 요청,일반
[한국과학창의재단] 2025년 대한민국 SW교육 페스티벌 부스 운영 참여 안내,일반
AI·VR·AR 전문인력 양성교육 수강생 모집 [~7/31],학사
[미래차 RISE사업] 영어 비교과 프로그램 교육생 모집 안내,일반
2025학년도 2학기 재학생 등록금 분할납부(납부연기) 신청 안내,일반
2025년 귀뚜라미문화재단 인재육성 장학생 선발 안내,장학
2025학년도 2학기 조선대학교 교류 수학 안내,일반
2025학년도 2학기 재학생 등록금 납부 안내,일반
2025학년도 2학기 학생생활관(공실) 추가 모집 안내,일반
2025년 새만금 공공데이터 활용 경진대회 신청마감일 연장 안내,일반
★★ 학회 발표 목적 연구지도 프로그램 안내 및 참여자 모집 ★★,일반
2025학년도 2학기 국립부경대학교 교류 수학 안내,일반
2025학년도 2학기 (경상국립대학교)트랙제·마이크로디그리 교육과정 신청 안내,일반
「2025 사이버공격 방어대회」 개최 안내,일반
지역혁신중심 대학지원체계(RISE)의 경남지역 정착방안 설문조사 협조 요청,일반
"[빅데이터혁신융합대학사업단] 전남대학교‘2025 CO-SHOW 연계 AIM 챌린지’, ‘A.I.B 컨소시엄 2025 하계 비교과 프로그램’ 홍보 협조 요청",학사
2025학년도 2학기 재입학 추가 모집 시행 알림,일반
2025학년도 2학기 국립창원대학교 교류 수학 안내(구.경남과기대 포함),일반
2025학년도 2학기 경북대학교 수학 안내(학부 및 대학원),일반
[빅데이터 혁신융합대학 사업단]서울대학교 2025학년도 2학기 학점교류 안내,일반
[빅데이터 혁신융합대학 사업단]숙명여자대학교 2025학년도 2학기 학점교류 안내,일반
【국가거점국립대학교】 2025학년도 2학기 충북대학교 교류 수학 안내,일반
[미래차 RISE사업] 2025년도 2학기「미래차 마이크로디그리 및 미래차 설계해석 융합전공」학생 모집 안내(2차),일반
<기업연계 생성형 AI·데이터분석 8주 실무 부트캠프> 교육생 모집 홍보,일반
2025 GNU 개척리더스 창업서포터즈(1기) 프로그램 모집 안내 및 홍보 협조,일반
2025학년도 2학기 국립순천대학교 타 대학교 학생 교류 수학 안내,일반
[국립대학육성사업] 2025학년도 2차 GNU인성 프로그램 운영 안내,일반
2025학년도 2학기 부산대학교 교류 수학 안내(학부 및 대학원),일반
진주 국제 청소년 창의 개발 캠프 참여학생 추천 협조 요청,일반
2025학년도 제2학기 동국대학교(서울캠퍼스) 학점교류 수학 안내,일반
2025학년도 2학기 전남대학교 교류수학 안내(학부 및 대학원),일반
2024학년도 후기(`25.8월 졸업) 유예(수료 및 학사학위취득) 신청 안내,학사
2026학년도 신입생 수시 모집요강 배부 및 업무 협조 요청,일반
업무협약에 따른 재적생 정기 토익 응시료 할인 안내 및 홍보 협조,일반
2025학년도 USG공유대학2.0 융합전공 학생 2차 추가모집 홍보 요청,일반
2025학년도 2학기 강원대학교 교류 수학 안내,일반
2025학년도 제2학기 충남대학교 수학 안내(학부 및 대학원),일반
2025학년도 2학기 제주대학교 교류 수학 안내,일반
2025학년도 2학기 울산대학교 교류 수학 안내,일반
2025학년도 2학기 농촌출신대학(원)생 학자금 대출 시행계획 및 신청 안내,일반
2025학년도 졸업자격인증제 인증 신청 명단 제출 안내(8월 졸업생),일반
2025학년도 2학기 전북대학교 교류수학 안내(학부 및 대학원),일반
예술경영지원센터 KOPIS 빅데이터 공모전 홍보,일반
「2025년도 로컬리티 아이디어톤 & 경진대회」모집기간 연장 홍보 협조 요청,일반
2025 핵테온 세종(HackTheon Sejong) 사이버보안 콘퍼런스 개최 및 사전등록 안내,일반
2025-2026 불가리아 정부초청 장학생 선발 안내,장학
2026-2027 독일정부초청장학생(DAAD 장학생) 선발 안내,장학
2025학년도 제2학기 서울대학교 교류 수학 안내(학부 및 대학원),일반
2025년 새만금 공공데이터 활용 경진대회 행사 재안내,행사
2025학년도 학생 주도 비교과프로그램 기획 공모전 운영 안내,일반
진로취업지원실(대학일자리플러스센터) 여름방학 진로취업 소식지 발송,일반
2025년 COSS 차세대반도체 MCU 경진대회 홍보 및 협조 요청,일반
2025년「폭력예방교육」6월 이수 독려 협조 요청,일반
2025학년도 후기(추가) 대학원 신입생 모집 안내,일반
2025학년도 후기 대학원 편입생 모집 안내,일반
2025년 하반기 한미대학생연수(WEST) 참가자 모집 안내,일반
2025학년도 2학기 복수전공 및 부전공 신청 안내,일반
[우주항공대학] CSA 글로컬-프랑스어 하계 부트캠프(MD참여학과) 참가 학생 모집 안내,일반
국내 전자책 구독형 서비스 안내,일반
2025학년도 2학기 휴·복학 안내,일반
’25학년도 2학기 농림축산식품부「청년창업농」장학생 선발 안내,장학
[미래차 RISE사업] 2025년도 2학기 미래차 설계해석 융합전공 학생 모집 안내 [~6/27(금)까지],일반
[미래차 RISE사업] 2025년도 2학기 미래차 마이크로디그리 학생 모집 안내 [~6/27(금)],일반
"[빅데이터 혁신융합대학 사업단] 2025 하계 IBM AI 해커톤, 하계 빅데이터 코딩 경진대회 홍보 협조 요청",일반
'2025년 클라우드컴퓨팅 부트캠프 참가자 모집 공고' 홍보 협조 요청,일반
2025학년도 하계 방학 중 칠암도서관 운영시간 변경 안내,일반
2024학년도 후기('25. 8월 졸업) 학위수여식 행사일 안내,행사
2025학년도 하계계절학기 응급처치 및 심폐소생술 교육 인원 배정 및 유의사항 안내,일반
「2025 창업교육혁신선도대학(SCOUT)사업」2025 학생창업주간 참가 학생 모집 수정공고 협조,일반
2025년 제3차 평생교육사 자격증 발급 신청 안내,일반
2025 문화체험형 「모두가 함께 하는 직장내 장애인 인식개선 교육」참여 안내,일반
『2025학년도 제31기 하계 대학생 재능봉사 캠프』사업 멘토 모집,일반
2025년 7월~8월 박물관 자원봉사자 모집 안내,일반
★동남권(부울경) AWS 자격증 교육 및 취득비용 지원사업(~7/9(화))★,일반
숨겨진 외국계 기업 공략하기(실시간 온라인) 취업특강 안내,일반
「2025년도 로컬리티 아이디어톤 & 경진대회」홍보 협조 요청,일반
2025학년도 2학기 대학(원) 신입생 등록금 수납일정 안내,일반
경상국립대학교 해양과학대학 글로컬대학사업「RC(Residential Collge) 해양레저·인문교육 프로그램」운영 일정 연기 안내,학사
2025학년도 제1차 역량활동장학금 대상자 선발을 위한 공인외국어시험성적 신청 안내,장학
2025학년도 하계방학 중 중앙도서관 자료실 및 대출·반납 운영시간 변경 안내,일반
국립외교원 국민외교아카데미 제8기 대학생 외교 연수 과정 참가자 추천 요청,일반
2025년 동남권 정보보호 대학 동아리 지원 프로그램 운영 협조 요청,일반
「제12회 안전한 학교 공모전」개최 및 홍보 안내,일반
2025년 국립국어원 인공지능(AI)말평 경진대회 홍보,일반
2025학년도 제3차 외국어강좌 안내 및 홍보 협조,일반
2025년 하계방학 기간 도서 대출 확대 이벤트 안내,일반
2025년 동남권 SW 품질캠프 홍보 협조 요청,일반
「2025 창업교육혁신선도대학(SCOUT)사업」2025 학생창업주간 참가 학생 모집공고 협조,일반
[미래차 RISE사업] 2025년도 2학기 미래차 마이크로디그리 학생 모집 안내,일반
[미래차 RISE사업] 2025년도 2학기 미래차 설계해석 융합전공 학생 모집 안내,일반
[국립대학육성사업]「2025학년도 2학기 개척학기제」신청자 모집 안내,일반
[국립대학육성사업] 2025학년도 1학기 개척학기제 최종결과보고서 제출 및 평가 안내,일반
『CATIA 설계 초급과정』홍보 안내 및 참여 협조 요청,일반
GSITM 부트캠프 과정설명회,일반
2025학년도 후기 학·석사학위 및 학·석·박사학위통합 연계과정 모집 안내,일반
★[4학년]★ 2025년도 컴퓨터공학부(과) 졸업논문(실험실습) 결과보고서 제출 안내(전공종합설계 PBL II 수강학생 전체해당),학사
경상국립대학교 해양과학대학 글로컬대학사업「RC(Residential College)해양레저·인문교육 프로그램」참여자 모집 안내 및 홍보 협조 요청,학사
[국립대학육성사업] 제26기 개척독서클럽 모집 안내(학생),일반
「2025 대한민국 정원산업 박람회 IN 진주」안내 및 홍보 협조 요청,일반
"[국립대학육성사업]「2025학년도 2학기 개척학기제」 교수, 기업 등 과제 제안 공모",일반
[빅데이터 혁신융합대학 사업단] 수도권 생활이동 데이터 해커톤 홍보 협조 요청,일반
[IC-PBL센터] 2025학년도 1학기 캡스톤디자인 경진대회 홍보 협조 요청,일반
「장학생 추천서」전산시스템 발급 시행 안내,장학
‘25. 1학기 국가장학금 Ⅱ유형 선발기준 안내 및 (2순위) 경제사정 곤란자 신청 안내,장학
2025학년도 하계계절학기 예비교원 대상 응급처치 및 심폐소생술 교육 안내,일반
(2025학년도 여름방학특강)논문작성 All in one 안내,일반
[코드트리] 역량 강화 여름방학 온라인 코딩 캠프 안내,일반
「제14회 KNDA 학술논문상」공모 포스터 게시 협조 요청,일반
2025학년도 하계계절학기 2차 폐강강좌 안내,일반
2025학년도 2차 경상국립대학교 핵심역량 진단 실시 안내,일반
「2025 빅데이터 분석 실무 역량 강화 교육」 프로그램 참가학생 모집,일반
2025학년도 1학기 강의평가 안내,일반
2025학년도 1학년 전과 시행 계획 안내,일반
2025년 미래차 RISE 전공역량강화캠프 학생 모집 [~6/5(목) 네이버폼 선착순 50명],일반
2025년 국가근로장학사업 「하계방학 대체근로」신청 안내,장학
2025년도 국립대학육성사업 재학생 실태조사 설문 협조 요청,일반
2025학년도 USG공유대학2.0 융합전공 학생 추가모집 안내,일반
「2025학년도 2학기 진로탐색학점제」 신청자 모집,일반
글로컬대학 GNU-Learn Camp(학습캠프) 홍보 및 참여 협조 요청,일반
「2025 G-대학생 창업유망팀 스타트업 챌린지 300+ (1단계 기초교육)」홍보 협조 요청,일반
「국토안전관리원」2025년 지역공부방 프로그램 참여 대학생 모집 안내,일반
2025학년도 6월 졸업자격인증제 인증 신청 명단 제출 안내,일반
"[빅데이터혁신융합대학사업단] 2025학년도 한동대학교 하계 계절학기 교류수학 안내(UNLV,PURDUE 해외연구프로그램 연계)",학사
2025년 학생예비군훈련 안내 협조 요청,일반
2025학년도 울산대학교 여름 계절수업 학점 교류 수학 안내,일반
2025학년도 하계계절학기 1차 폐강강좌 및 2차 수강정정(지도) 안내,학사
「AI+스마트 IoT 농촌 솔루션랩」 프로그램 참가학생 모집,일반
[국립대학육성사업] 2025학년도 ICT교육 실습실 개방 안내 및 홍보 협조 요청,일반
2025학년도 2학기 재입학 시행 계획 안내,일반
2025학년도 학사일정 변경 안내,학사
2025학년도 여름계절학기 배재대학교 실감미디어 혁신융합대학사업단 교류수학 안내,학사
2025년도 2학기 국가장학금 1차 신청 안내 및 적극 홍보 요청,장학
2025학년도 2학기 국가근로장학금 1차 학생신청 기간 안내,장학
2025학년도 1학기 휴업일(공휴일) 휴강에 따른 수업일 변경 안내,일반
교육문화센터 식당 및 주방 리모델링 공사에 따른 대체 식당 운영 안내,일반
2025학년도 여름학기 배재대학교 실감미디어 혁신융합대학사업단 교류수학 안내,학사
2025학년도 하계 계절학기 현장실습학기제 실습생 모집 안내,일반
제17회 대학(원)생 논문공모전 홍보 협조 요청,일반
「2025년 GNU-SDGs_ESG 서포터즈」홍보 협조 요청,일반
우주항공의 날 특집 대담 _경남을 우주로_ 참가 홍보 요청,일반
2025년 박물관 명사 초청 특강 안내,일반
2025 IoT Invent-on 프로그램 참가팀 모집,일반
[국립대학육성사업]2025학년도 제22회 독서후기공모전 개최 안내,일반
[글로컬대학사업] 2025학년도 GNU AI Pioneer 캠프[중급과정] 프로그램 운영 안내,학사
대국민 서비스 앱「나의 건강기록 앱」이용 안내,일반
[정보통신진흥협회] <2025 제6회 부울경 ICT 아이디어 경진대회> 홍보（재공지）,일반
2025년「폭력예방교육」온라인 추가 개설 안내 및 이수 독려 협조 요청,일반
2025학년도 2학기 한국장학재단 주거안정장학금1차 신청 안내,장학
[대학원혁신사업]2025년 전자정보박람회 개최 안내,일반
[국립부경대학교] 2025학년도 하계 계절수업 학점교류 허가 및 학번 안내,일반
2025학년도 1차 GNU_The GeNiUs 캠프 운영안내,일반
2025학년도 The GeNiUs 서포터즈 운영 안내,일반
2025년 6월 GNU스포츠콤플렉스 프로그램 및 회원모집 안내,일반
2025년 진주 기후생태대학 참여 및 홍보 요청,일반
[빅데이터혁신융합대학사업단] 2025학년도 경상국립대학교 하계 계절학기 신청 안내(CO-WEEK Academy 연계),학사
제26회 대한볼링협회장배 전국볼링대회 개최 홍보 안내,일반
[국립대학육성사업] 2025학년도 1차 GNU인성 프로그램 운영 안내,일반
「2025학년도 GNU창의·융합동아리」모집 안내,일반
(RISE사업단)2025 하계 계절학기 학점교류용 이러닝(GeLC) 창업교과목 수강 안내 및 홍보 협조 요청,학사
글로벌 융복합 창업페스티벌 GSAT 2025 참관 학생 모집 공고 안내,일반
[학생생활관 칠암 제1분관] 2025학년도 하계방학 특별개관 관생 모집 안내,일반
2025년 오월제 대학(원)생 인권특강 안내 및 홍보 협조 요청,일반
2025년 (재)경상남도장학회 대학생 장학사업 연장 안내,장학
학내 주요 시스템 서비스 일시 중단에 따른 도서관 휴관알림,일반
2025학년도 학생생활관 하계방학 특별개관 관생 모집 안내,일반
2025년도 안전문화 캠페인 실시 및 참여 안내,일반
경상국립대학교 엠블럼 추가 제작 시안 선호도 조사 참여 요청,일반
[정보통신진흥협회] <2025 제6회 부울경 ICT 아이디어 경진대회> 홍보,일반
2025학년도 재학생 하계방학 해외파견 영어연수 연수생 선발 공고,일반
2025년 오월제 대학(원)생 성평등+ 캠페인 개최 알림,일반
[국립대학육성사업]제2회 도서관 야외책마당 행사 안내 및 홍보 협조 요청,행사
2025학년도 IT공과대학 취·창업 활성화를 위한 응시료 지원 계획 안내 [~6/20(금) 17:00],일반
[CJ올리브네트웍스]Cloud Wave 6기 모집안내,일반
2025년 찾아가는 자전거 점검수리 안내,일반
2025년도 국립대학육성사업 신입생 정신건강 전수조사 협조 요청(참여 현황),일반
"젠더기반 폭력(디지털성범죄, 교제폭력, 스토킹 등) 관련 무료법률상담 안내",일반
학내 주요 시스템 서비스 일시 중단 안내,일반
2025 여름 GNU 영어캠프 보조교사 모집 안내,일반
2025학년도 1학기 조우동장학회 장학금 신청 안내,장학
2025학년도 1학기 역량활동장학금 신청 안내,장학
2025학년도 동아리 대축제 기간 중 영산쇠머리대기 시연회 참여 협조,일반
2025년 세종학당 문화인턴 파견사업 참여 대학(원)생 선발 안내,취업
2025학년도 1학기 응급처치 및 심폐소생술 교육 계획 안내,일반
「미래 DX 생활가전 리빙 솔루션+ 프로젝트」 개최 안내 및 참가팀 모집,일반
[2025 학생창업유망팀 300+] 모집 안내 및 홍보 협조 요청,일반
"2025학년도 하계 계절학기 개설 교과목 알림 및 수강신청 일정 안내(경상국립대, 구.경남과기대)",학사
2025년 지역사회연계 건강생활실천 캠페인 안내,일반
(대학원혁신지원사업)2025년도 공작기계 운용 개별화 교육 프로그램 안내,일반
2025년 학교경영자배상 책임보험 계약체결 알림 및 청구절차 안내,일반
2025년 초중등 창업체험교육 대학생 서포터즈 3기 모집공고 협조요청,일반
2025학년도 국가근로장학금「하계방학 집중근로(교외)」신청 안내,장학
2025년 이공계 대학생 연구 경력 탐색 교육 안내,일반
2025학년도 경남 혈액원 헌혈 홍보 요청,일반
(런케이션)2025학년도 제주대학교 하기 계절수업 학점 교류 수학 안내,일반
2025학년도 경북대학교 여름계절수업 학점 교류 수학 안내(학부 및 대학원),일반
2025학년도 조선대학교 하계 계절학기 학점 교류 수학 안내,일반
2025학년도 전남대학교 하계 계절학기 학점 교류 수학 안내,일반
“제19회 학생포트폴리오 경진대회”개최 안내,일반
2025년 아이디어 실현화_사업화 MakeIt! 프로그램 참가자 모집,일반
2025-2026 이탈리아 정부초청 장학생 선발 안내,장학
2025학년도 국립한국해양대학교 여름계절학기 학점 교류 수학 안내,일반
2025년 2학기 중국(대만) 파견 교환학생 및 복수학사학위제생 선발 공고(추가),학사
[STP사업단] 과학기술정책 전문가 초청 특강 안내,일반
「2025년 편입생 성공 사례 공모」안내 및 홍보 협조 요청,일반
2025년 파란사다리(단기해외연수) 사업 참가자 모집 안내,일반
대학정보안내 AI 챗봇(지누) 시범서비스 실시 안내,일반
[숙명여자대학교 혁신융합대학사업] 2025학년도 하계 계절학기 숙명여자대학교 빅데이터 혁신융합대학 사업단 교류수학 안내,학사
[빅데이터 혁신융합대학 사업단] 제4회 영천시 공공데이터 활용 경진대회 홍보 협조 요청,일반
2025학년도 부산대학교 여름계절수업 학점 교류 수학 안내,일반
경상국립대학교 해양과학대학 글로컬대학사업 [대학교류 프로그램] 한려수도 역사의 바다 탐방 프로그램 참여 안내,학사
2025학년도 제2차 외국어강좌 안내 및 홍보 협조,일반
2025학년도 창업동아리 체험활동 홍보 협조 요청,일반
2025년도 국립부경대학교 하계 계절수업 학점 교류 수학 안내,일반
"★[4학년]★ 2025년도 컴퓨터공학부(과) 졸업논문(실험실습) 시행 계획_(구. 경상국립대 컴퓨터과학과 및 컴퓨터과학부 컴퓨터과학전공 및 컴퓨터소프트웨어전공, 컴퓨터공학과)",일반
2025학년도 국립순천대학교 하계 계절학기 학점 교류 수학 안내,일반
"2025학년도 충남대학교 하기 계절학기 학점 교류 수학 안내(구,경남과기대 포함)",일반
2025학년도 동국대학교 서울캠퍼스 여름계절학기 학점 교류 수학 안내,일반
2025학년도 국립창원대학교 하기 계절수업 학점 교류 수학 안내(구.경남과기대 포함),일반
2025학년도 전북대학교 하기 계절수업 학점 교류 수학 안내,일반
2025학년도 경성대학교 하계 계절수업 학점 교류 수학 안내,일반
대학 시각이미지(엠블럼) 추가 제작에 대한 설문조사 결과 안내,일반
2025학년도 강원대학교 여름 계절수업 학점 교류 수학 안내,일반
[필독] (~5/19(월))2025년도 1학기 연구활동종사자 안전교육 실시 요청,일반
「2025 창업교육혁신선도대학(SCOUT)사업」GSAT 2025 창업페스티벌 참가 동아리 모집공고 협조,일반
2025년 지구의 날 기념 기후변화주간 행사 안내 및 홍보 협조 요청,행사
[서울대학교 혁신융합대학사업] 2025학년도 하계 계절학기 서울대학교 빅데이터 혁신융합대학 사업단 교류수학 안내,학사
2025학년도 충북대학교 하기 계절수업 교류 수학 안내,일반
2025학년도 숙명여자대학교 여름계절수업 학점 교류 수학 안내,일반
2025학년도 동서대학교 하계 계절학기 학점 교류 수학 안내,일반
[글로컬대학사업] GNU AI Pioneer 캠프(초급과정) 프로그램 운영 안내,학사
삼성 청년SW·AI아카데미(SSAFY) 14기 모집 안내,일반
2025년 5월~6월 박물관 자원봉사자 모집 안내,일반
2025년도 국립대학육성사업 고위험군 선별 및 조기관리-신입생 정신건강 전수조사 협조 요청,일반
2025년도 푸른등대 삼성기부장학금 신규 장학생 선발 안내,장학
교직실무 교과목 수강 지도 철저 안내,학사
★2025학년도 1학기 미등록 재학생 추가 등록기간 안내 [4/15(화) 09:00~4/16(수) 16:00],일반
[국립대학육성사업] 2025학년도 1학기 개척학기제 중간보고서 평가 안내,일반
2025 창의충전소 참가학생 모집,일반
시설사업 현안업무관련 설문조사 실시 안내,일반
대학 시각이미지(엠블럼) 추가 제작에 대한 설문조사 참여 요청,일반
2025학년도 제1차 외국인 유학생 조기적응프로그램 신청 안내,일반
2025년 제2차 평생교육사 자격증 발급 신청 안내,일반
KBS진주 개국 제49주년 기념‘명사 초청 특강’학생 참가 홍보 요청,일반
「진주시 탄소중립·녹색성장 기본계획(안)」수립을 위한 시민공청회 개최 안내 및  _  참여 요청,일반
2025학년도 1차 경상국립대학교 핵심역량 진단 실시 안내,일반
제4회 융복합 데이터 활용 창업 경진대회 공모전 홍보 협조 요청,일반
KBS진주 개국 49주년 기념특강 홍보 및 참석 요청,일반
2025학년도 후기 대학원 신입생 모집 안내,일반
[현대차 정몽구 재단] 현대차 정몽구 스칼러십 2025 장학생 모집,장학
「2026년 지역인재 7급 수습직원 선발」대비 준비반 모집 안내,일반
2025년 2학기 중국(대만) 파견 교환학생 및 복수학사학위제생 선발 공고,학사
2025학년도 1학기 중간 강의평가 안내,일반
2025 웨어러블 AI 엣지 컴퓨팅 심화 프로젝트 참가학생 모집,일반
[국립대학육성사업] 2025학년도 GNU GP-해외봉사(하계) 모집 홍보 요청,일반
2025 경남국제개발협력센터 KOICA WFK 해외봉사단 1차 설명회 홍보 협조 요청,일반
고용노동부「미래내일 일경험 사업(ESG형) 리모트 인턴십 6기」모집 안내,취업
2025학년도 GNU취업동아리 추가 모집 안내,일반
2025학년도 1학기 중소기업 취업연계 장학사업(희망사다리Ⅰ유형) 신규장학생 신청 기간 연장 안내,장학
체육진흥원 수영지도자 양성반 프로그램 개강 홍보 협조 요청,일반
2025학년도 2학기 학생설계전공 개발 공모 안내,일반
2025년 GNU ICEE 창의융합 공학동아리 프로그램 참가팀 모집,일반
2025년 GNU ICEE 창의도전형 설계기반 아이디어 경진대회 참가팀 모집,일반
우주항공대학 2025 ‘CSA개인기초연구사업’ 참여학생 모집,일반
글로컬대학사업단 홈페이지 신설에 따른 홍보 협조 요청,학사
2025년 하반기 유럽 및 아시아권 파견 교환학생 선발 공고(변경),일반
2025년도 연구실 안전관리 계획 알림,일반
2025학년도 1학기 외부시험 성적인정 신청 안내,일반
[글로컬대학사업]AI 파워 학습자 되기(초급 신입생) 프로그램 운영 안내,학사
제10기 경남 우리말 가꿈이 모집 홍보 협조 요청,일반
「촉석루 국가지정문화유산 환원촉구 서명운동」 협조 요청,일반
2025학년도 1학기 수강취소 신청 안내,학사
2025학년도 1학기 수강신청확인원 제출 안내,학사
2025학년도 제2기 GNU 인권서포터즈단 모집 안내,일반
2025년 하반기 유럽 및 아시아권 파견 교환학생 선발 공고,일반
2025학년도 1학기 LG개척관 고시반 관생 모집 홍보 안내,일반
2025학년도 1학기 국제화장학금 신청 안내,장학
해양수산부 실무형 해상물류 일자리 지원 제2차 사업 공모 안내,일반
졸업자격인증제 신청 및 이수 안내(구.경남과기대 포함),일반
2025학년도 하계 GP-자율탐방(GPP) 실시 안내,일반
2025학년도 GNU취업동아리 모집 안내,일반
「제2기 지역민과 함께하는 출판프로젝트」 안내 및 홍보 협조 요청,일반
「세계 지방정부 기후총회」행사 참여 안내,행사
MBC경남 이우환 대표이사 초청강연회 안내,일반
[KETI] AI 연구용 컴퓨팅 지원 프로젝트 사업설명회 개최 및 참석 안내,일반
2025 경상국립대학교 창업중심대학 창업기업 모집 홍보 및 설명회 참석 요청,일반
2025학년도 IT공과대학 취·창업 활성화를 위한 동아리 지원 신청기간 연장 안내,일반
GNU-SDGs 세계 물의 날 플로깅 봉사자 모집 안내,일반
[빅데이터 혁신융합대학 사업단] 2025학년도 1학기 빅데이터분야 마이크로디그리 학생 모집 홍보 협조 요청,일반
글로컬대학사업 홍보서포터즈 모집 안내,학사
[KAIT] 2025년 AI 연구개발을 위한 고성능컴퓨팅(GPU/NPU) 지원 모집 안내,일반
2025학년도 1학기 IC-PBL 캡스톤디자인(종합설계)교과목 재료비 지원 안내,일반
2025학년도 빅데이터 해외 연구 프로그램 참가 학생 모집 홍보 협조 요청,일반
2025학년도 1학기 국립대학육성사업 융·복합 ICT역량강화 특강 안내 및 홍보 협조 요청,일반
2025학년도 1학기 USG공유대학 운영체제이해 수강자 리눅스 계정 안내,학사
2025학년도 1학기 미리캔버스 사용 신청 안내,일반
(종료)2024학년도 2학기 미리캔버스 사용자 계정 삭제 안내,일반
(대학원혁신지원사업)2025년 3D모델링&3D프린팅 기본1차교육프로그램 안내,일반
REPS[삼성전자 로보틱스 인재양성 프로그램] 모집 설명회 안내문 게재 요청,일반
2025학년도 1학기 신문방송사 학생 수습기자 모집 홍보 요청,일반
환경부 「탄소중립 서포터즈 5기」 모집 홍보 협조 요청,일반
장학금 지급을 위한 통합학사지원시스템(MY서비스) 학생 계좌번호 입력 안내,장학
2025년 인권센터 주요 안내 사항,일반
[체육진흥원] 2025학년도 1학기 자체근로장학생 모집 안내 및 홍보 요청,장학
2025년 1학기 국가장학금 신청자 가구원 동의 독려 협조요청,장학
2025학년도 1학기 예비교원 대상 성인지 교육(교육시간 변경)안내,일반
졸업자격인증제 「선택(개척인증제)_진로탐색」 신청 및 이수 안내,일반
2024학년도 후기(`25.8.25.) 수료졸업 및 조기졸업 신청 안내,일반
재학생 맞춤 고용서비스 사업 안내 및 대학일자리플러스센터 3월 소식지,일반
2025학년도 1학기 중소기업 취업연계 장학사업(희망사다리Ⅰ유형) 신규장학생 신청 안내,장학
2025학년도 15기 GNU봉사단원 모집 안내,일반
★2025-학기 수강신청 관련 8월 졸업예정자 및 '26년 2월 졸업예정자 중 필수수강 교과목  수요조사★,학사
2025년 봄학기 우주항공청 우주항공정책 전문가 초청 특강 안내,일반
2025학년도 ICT 교육을 위한 수요조사 안내 및 협조 요청,일반
2025학년도 1학기 외국인 유학생 한국어 집중교육과정 수강생 모집 안내,학사
2025학년도 3월 졸업자격인증제 인증 신청 명단 제출 안내,일반
2025학년도 1학기 1차 폐강강좌 및 2차 수강정정(지도) 안내,학사
2025학년도「대학생 청소년교육지원장학사업」 멘토 모집 안내,장학
2025학년도 학기별 대출서비스 행사 안내,행사
2025학년도 IT공과대학 취·창업 활성화를 위한 동아리 지원 계획 안내,일반
2025학년도 상호대차·원문 복사 비용 지원 안내,일반
2025학년도 1학기 고졸 후학습자 장학사업(희망사다리 Ⅱ유형) 신규장학생 신청 안내,장학
2025학년도 동영상 도서관 이용교육 개설 안내 및 홍보 협조 요청,일반
「2025학년도 다문화·탈북학생 멘토링장학금」멘토 모집 안내,장학
군 복무 중 학점취득(인정)에 관한 안내,일반
2025학년도 상반기 신입생(대학원생 포함) 학생증 발급 절차 안내 협조,일반
★신(편)입생 학번 조회 및 학적변동 안내 ★,일반
교양학관 시설물(강의실) 대여 신청 안내,일반
★★2025학년도 1학기 수강인원 증원 예정 안내-3/4(화),학사
2025학년도 1학기 외국인 신입생 오리엔테이션 안내,일반
2025학년도 _천원의 아침밥_ 사업 시행 홍보 요청,일반
